Class Index,Title,Description,processed_text
3,Icahn Takes The High River,"NEW YORK - Why has Carl Icahn set his sights on the relatively insignificant Mylan Laboratories, a generic drug company with just \$1.5 billion in sales and a \$4.3 billion market cap?","NEW YORK - why have Carl Icahn set his sight on the relatively insignificant Mylan Laboratories , a generic drug company with just \$1.5 billion in sale and a \$4.3 billion market cap ?"
4,Images: Nintendo grows up--a little,The Nintendo DS includes a touch-sensitive screen and is geared for an older crowd.,the Nintendo DS include a touch - sensitive screen and be gear for an old crowd .
4,Barrett: Good business models vary widely,"BANGALORE, INDIA - Peer-to-peer (P2P) sharing would never have gathered momentum if the music industry had adopted models for distribution over the Internet, said Intel Corp. Chief Executive Officer Craig Barrett, addressing IT executives in India Friday.","BANGALORE , INDIA - Peer - to - peer ( p2p ) sharing would never have gather momentum if the music industry have adopt model for distribution over the internet , say Intel Corp. Chief Executive Officer Craig Barrett , address it executive in India Friday ."
2,"Pepperdine 80, Fairleigh Dickinson 79",Glen McGowan had 22 points and little-used reserve Chase Griffin came off the bench to make two clutch free throws to help Pepperdine hold off Fairleigh Dickinson 80-79 Friday for fifth place in the BCA Invitational.,Glen McGowan have 22 point and little - use reserve Chase Griffin come off the bench to make two clutch free throw to help Pepperdine hold off Fairleigh Dickinson 80 - 79 Friday for fifth place in the BCA Invitational .
2,Nebraska Player Charged With Assault,"An arrest warrant was issued Friday, Nov. 19, 2004, for Nebraska offensive lineman Darren DeLone, shown in this undated handout photo.","an arrest warrant be issue Friday , Nov. 19 , 2004 , for Nebraska offensive lineman Darren DeLone , show in this undated handout photo ."
4,"Hey mate, we're moving offshore too!",Australia's IT News reports the findings of a recent survey in which more than 20 percent of company execs said they were considering or recommending offshore outsourcing. Outsourcing Blog,Australia 's IT News report the finding of a recent survey in which more than 20 percent of company exec say they be consider or recommend offshore outsourcing . Outsourcing Blog
1,"Clinton Rips Starr, Media on Prosecution (AP)","AP - In a prime-time television outburst, Bill Clinton ripped old nemesis Kenneth Starr and what the former president portrayed as a gullible media eager to report every ""sleazy thing"" leaked from a prosecutor bent on bringing him down.","AP - in a prime - time television outburst , Bill Clinton rip old nemesis Kenneth Starr and what the former president portray as a gullible medium eager to report every "" sleazy thing "" leak from a prosecutor bent on bring he down ."
3,Yukos under the hammer at \$8.6bn,"Russia pressed ahead yesterday with controversial plans to break up the country #39;s biggest oil company Yukos, setting a date of December 19 for an auction of its main production unit at a bargain basement starting price of \$8.65bn (4.88bn).","Russia press ahead yesterday with controversial plan to break up the country # 39;s big oil company Yukos , set a date of December 19 for an auction of its main production unit at a bargain basement start price of \$8.65bn ( 4.88bn ) ."
4,First Look: iPod Brings Music to Your Photos (PC World),"PC World - Apple's latest offers a brilliant color screen and photo capabilities, but the price is high.","PC World - Apple 's late offer a brilliant color screen and photo capability , but the price be high ."
1,Next Big Hit at the Modern: Its Reopening,The buzz over the greatly enlarged museum is expected to turn into a cacophony on Saturday.,the buzz over the greatly enlarge museum be expect to turn into a cacophony on Saturday .
1,Funding of Election Monitors A Concern,A delegation that was paid to watch the Ukraine elections by a lobbyist affiliated with one of the candidates has some saying the move taints the process of promoting democracy.,a delegation that be pay to watch the Ukraine election by a lobbyist affiliate with one of the candidate have some say the move taint the process of promote democracy .
2,Steelers' Staley Downgraded to Doubtful (AP),"AP - Pittsburgh Steelers running back Duce Staley was downgraded to doubtful Friday with a sore hamstring, meaning he will almost certainly miss a third consecutive game Sunday.","AP - Pittsburgh Steelers run back Duce Staley be downgrade to doubtful Friday with a sore hamstring , mean he will almost certainly miss a third consecutive game Sunday ."
1,Protesters Denounce APEC Summit in Chile,"Thousands of protesters marched peacefully through downtown Santiago on Friday, expressing anger at a weekend summit of Pacific Rim leaders, particularly President Bush. But violence later erupted at a rock concert.","thousand of protester march peacefully through downtown Santiago on Friday , express anger at a weekend summit of Pacific Rim leader , particularly President Bush . but violence later erupt at a rock concert ."
3,No tax on Internet access until at least 2007,"Consumers won #39;t have to pay a tax to log on to the Internet until at least 2007, after Congress voted Friday to renew a recently lapsed ban on Internet taxation.","consumer win # 39;t have to pay a tax to log on to the internet until at least 2007 , after Congress vote Friday to renew a recently lapse ban on internet taxation ."
3,Lawyers In the Limelight,"By all appearances, Steven Woghin was a lawyer at the top of his game. After years in government service, the former Justice Department attorney had worked his way up to a comfortable six-figure salary and the chief legal job at software maker Computer Associates International Inc.","by all appearance , Steven Woghin be a lawyer at the top of his game . after year in government service , the former Justice Department attorney have work his way up to a comfortable six - figure salary and the chief legal job at software maker Computer Associates International Inc."
4,Inside Apple #39;s new Regent Street store,"With 48 hours left before its official opening, Apple gave us a sneak peek at the new Regent Street Store. Billed as  #39;a place to belong #39;, it #39;s staffed by the 138 successful candidates, whittled down from an original list of over 4000 applicants.","with 48 hour leave before its official opening , Apple give we a sneak peek at the new Regent Street Store . bill as   # 39;a place to belong # 39 ; , it # 39;s staff by the 138 successful candidate , whittle down from an original list of over 4000 applicant ."
4,Earthquake 'redraws the map',The devastating earthquake that struck the Indian Ocean probably caused some islands to move by several metres.,the devastating earthquake that strike the Indian Ocean probably cause some island to move by several metre .
4,System glitch hits HSBC,A glitch leaves customers of HSBC bank unable to use its internet services as well as cash machines.,a glitch leave customer of HSBC bank unable to use its internet service as well as cash machine .
3,Market not ready to cheer,"Despite announcing the biggest news in its short history, OSI Pharmaceuticals stock fell nearly 10 percent Friday, as some investors grew nervous about whether its newly approved cancer drug would be the bonanza they expected.","despite announce the big news in its short history , OSI Pharmaceuticals stock fall nearly 10 percent Friday , as some investor grow nervous about whether its newly approve cancer drug would be the bonanza they expect ."
1,"Myanmar frees nearly 4,000 prisoners","UN Secretary General Kofi Annan has praised the release of several political prisoners in Myanmar, the BBC reported Saturday. Annan also said he hoped others still behind ","UN Secretary General Kofi Annan have praise the release of several political prisoner in Myanmar , the BBC report Saturday . Annan also say he hope other still behind"
4,Linux Core Consortium may not derail fate #39;s wheels,"Fate may hold something of a pre-determined fragmentation for Linux operating systems, like Unix before them, that even standards efforts cannot undo.","fate may hold something of a pre - determined fragmentation for Linux operating system , like Unix before they , that even standard effort can not undo ."
1,World's oldest man dies aged 113,"The world's oldest man, who gave up  driving at 108 because ""slow drivers annoyed him"", dies at 113.","the world 's old man , who give up   drive at 108 because "" slow driver annoy he "" , die at 113 ."
2,Spurrier expected to replace Holtz,Lou Holtz wanted his South Carolina players to focus on their game against Clemson. They suddenly have a lot more on their minds. Holtz will retire as coach at South Carolina ,Lou Holtz want his South Carolina player to focus on their game against Clemson . they suddenly have a lot more on their mind . Holtz will retire as coach at South Carolina
2,Manchester United Beats Charlton 2-0 (AP),"AP - Manchester United defeated Charlton 2-0 Saturday in the Premier League behind goals from Ryan Giggs and Paul Scholes. Charlton did little to test United's defense before 67,704 fans, and the only surprise was that Man United didn't score more.","AP - Manchester United defeat Charlton 2 - 0 Saturday in the Premier League behind goal from Ryan Giggs and Paul Scholes . Charlton do little to test United 's defense before 67,704 fan , and the only surprise be that Man United do not score more ."
2,Toronto Raptors Team Report - November 20,(Sports Network) - The Toronto Raptors found themselves on the wrong end of a 101-94 decision against the red-hot Seattle SuperSonics on Friday at the Air Canada Centre.,( Sports Network ) - the Toronto Raptors find themselves on the wrong end of a 101 - 94 decision against the red - hot Seattle SuperSonics on Friday at the Air Canada Centre .
1,Top Senate Dem Calls for Bipartisanship (AP),"AP - Rallying a party stung by presidential and congressional losses, the incoming Senate Democratic leader reminded fellow lawmakers on Saturday of their shared commitment to help the nation.","AP - rally a party sting by presidential and congressional loss , the incoming Senate democratic leader remind fellow lawmaker on Saturday of their share commitment to help the nation ."
1,England humble Sprinboks,Charlie Hodgson scores 27 points as England overwhelm the Springboks at Twickenham.,Charlie Hodgson score 27 point as England overwhelm the Springboks at Twickenham .
2,Police Join Probe Into Pistons-Pacers Mass Brawl,Police launched an investigation on Saturday into an extraordinary mass brawl involving players and fans at a game between the Detroit Pistons and Indiana Pacers.,Police launch an investigation on Saturday into an extraordinary mass brawl involve player and fan at a game between the Detroit Pistons and Indiana Pacers .
2,Harvick Holds Off McMurray for Busch Series Win," HOMESTEAD, Fla. (Sports Network) - Kevin Harvick held off  fellow Nextel Cup driver Jamie McMurray on three restarts over  the final 20 laps to capture the Ford 300. The No.29 Chevrolet  crossed the finish line 0.218 seconds ahead of runner-up  McMurray.","  HOMESTEAD , Fla. ( Sports Network ) - Kevin Harvick hold off   fellow Nextel Cup driver Jamie McMurray on three restart over   the final 20 lap to capture the Ford 300 . the no.29 Chevrolet   cross the finish line 0.218 second ahead of runner - up   McMurray ."
2,Michigan St. Beats Central Conn. St.,"Michigan State #39;s Liz Shimek (52) starts a fast break trailed by Central Connecticut State #39;s Gabriella Geugbelet, left, and Michigan State #39;s Kelli Roehrig, right, during the second half Saturday, Nov. 20, 2004, in East Lansing, Mich.","Michigan State # 39;s Liz Shimek ( 52 ) start a fast break trail by Central Connecticut State # 39;s Gabriella Geugbelet , leave , and Michigan State # 39;s Kelli Roehrig , right , during the second half Saturday , Nov. 20 , 2004 , in East Lansing , Mich."
4,NASA Successfully Launches Swift Satellite,"NASA #39;s Swift satellite successfully launched today aboard a Boeing Delta 2 rocket at 12:16 pm EST from Launch Complex 17A at the Cape Canaveral Air Force Station, Fla.","NASA # 39;s Swift satellite successfully launch today aboard a Boeing Delta 2 rocket at 12:16 pm EST from Launch Complex 17a at the Cape Canaveral Air Force Station , Fla."
2,United States Edge Ahead at Kiawah Island,The Rest of the World face an uphill task in their bid to win the UBS Cup for the first time after the United States took the second day fourball session 4-2 to establish a 6  - 5  lead going into the final day singles at Kiawah Islands Cassique ,the rest of the World face an uphill task in their bid to win the UBS Cup for the first time after the United States take the second day fourball session 4 - 2 to establish a 6   - 5   lead go into the final day single at Kiawah Islands Cassique
2,Federer to meet Hewitt in Masters Cup final,"Houston, TX (Sports Network) - World No. 1 Roger Federer of Switzerland and third-seeded Lleyton Hewitt each posted straight-set wins and advanced to Sunday #39;s final at the lucrative 2004 Tennis Masters Cup.","Houston , TX ( Sports Network ) - World no . 1 Roger Federer of Switzerland and third - seed Lleyton Hewitt each post straight - set win and advanced to Sunday # 39;s final at the lucrative 2004 Tennis Masters Cup ."
2,"Gamecocks, Tigers brawl","CLEMSON, SC South Carolina and Clemson duked it out in the closing minutes of today #39;s game at Clemson. Police, security and coaches tried to separate the teams, who scuffled before the game started and continually pushed and showed each other throughout.","CLEMSON , SC South Carolina and Clemson duke it out in the closing minute of today # 39;s game at Clemson . Police , security and coach try to separate the team , who scuffle before the game start and continually push and show each other throughout ."
1,African Troops Begin with Small Steps to Calm Darfur (Reuters),"Reuters - The rebels emerge from the desert\haze like ghosts. First one, silhouetted atop a sand dune and\holding a grenade launcher, then a dozen more, their shadowy\figures appearing in unison.","Reuters - the rebel emerge from the desert\haze like ghost . first one , silhouette atop a sand dune and\holde a grenade launcher , then a dozen more , their shadowy\figure appear in unison ."
1,China miners 'trapped by fire',Rescuers in northern China look for dozens of miners thought to be trapped after a fire broke out.,rescuer in northern China look for dozen of miner think to be trap after a fire break out .
1,Al-Jazeera man remanded in Spain,A Spanish court remands Tayseer Alouni and eight others in custody ahead of their trial for suspected al-Qaeda links.,a spanish court remand Tayseer Alouni and eight other in custody ahead of their trial for suspect al - Qaeda link .
3,Senators Want Boeing Deal Investigated,Leaders of the Senate Armed Services Committee asked the Defense Department on Friday to have its inspector general #39;s office investigate the Air Force #39;s effort to ,leader of the Senate Armed Services Committee ask the Defense Department on Friday to have its inspector general # 39;s office investigate the Air Force # 39;s effort to
2,WRAPUP 1-Careless Chelsea and Arsenal let victories slip,League leaders Chelsea allowed Bolton Wanderers to recover from two goals down to force a 2-2 draw at Stamford Bridge in one of two major surprises in the Premier League on Saturday.,League leader Chelsea allow Bolton Wanderers to recover from two goal down to force a 2 - 2 draw at Stamford Bridge in one of two major surprise in the Premier League on Saturday .
2,"With a Rookie Quarterback in the N.F.L., Call It in the Air","Debuts are rarely pretty, especially for rookies such as Giants quarterback Eli Manning, who will make his first start Sunday.","Debuts be rarely pretty , especially for rookie such as Giants quarterback Eli Manning , who will make his first start Sunday ."
2,Auburn Stays Perfect,"No. 2 Auburn rallies in the second half and defeats rival Alabama, 21-13, Saturday to keep its national championship hopes alive.","no . 2 auburn rally in the second half and defeat rival Alabama , 21 - 13 , Saturday to keep its national championship hope alive ."
3,ViewPoints: Just say  #39;No #39;,"You can #39;t get much clearer than No. That was the strongly implied response of the US Treasury secretary, John Snow, to Europe #39;s growing cries that he help it deal with a weakening dollar by intervening to stop the slide.","you can # 39;t get much clear than no . that be the strongly imply response of the US Treasury secretary , John Snow , to Europe # 39;s grow cry that he help it deal with a weaken dollar by intervene to stop the slide ."
1,Iraq continues battle against insurgents,"BAGHDAD, IRAQ - Insurgents continued to strike against coalition targets in Iraq Saturday, resulting in the deaths of one US soldier and four government employees in Baghdad.","BAGHDAD , IRAQ - Insurgents continue to strike against coalition target in Iraq Saturday , result in the death of one US soldier and four government employee in Baghdad ."
4,US Spacecraft to Probe Origin of Gamma Rays Far Beyond Our Galaxy,"The US space agency, NASA, launched a satellite Saturday that scientists hope will help them locate the sources of mysterious gamma ray explosions, the ","the US space agency , NASA , launch a satellite Saturday that scientist hope will help they locate the source of mysterious gamma ray explosion , the"
4,"Titantic is a treasure to be protected, explorer says",Legendary explorer Robert Ballard was nervous this summer as he prepared to return to the Titanic for the first time since he discovered the famous shipwreck nearly two decades ago.,legendary explorer Robert Ballard be nervous this summer as he prepare to return to the Titanic for the first time since he discover the famous shipwreck nearly two decade ago .
3,Congress Asks SEC for Mutual Fund Study (Reuters),Reuters - The U.S. Congress asked the\Securities and Exchange Commission on Saturday to send\lawmakers a report justifying a new rule forcing mutual fund\boards to have independent chairmen.,Reuters - the U.S. Congress ask the\Securities and Exchange Commission on Saturday to send\lawmaker a report justify a new rule force mutual fund\board to have independent chairman .
2,All-rounder McGrath,"Glenn McGrath, thoroughbred fast bowler for a decade, embarked on a new career as an all-rounder in his 102nd Test match at the Gabba, hitting his first half-century as Australia ","Glenn McGrath , thoroughbre fast bowler for a decade , embark on a new career as an all - rounder in his 102nd test match at the Gabba , hit his first half - century as Australia"
2,Cavs Beat Bobcats for Sixth Win in Row (AP),"AP - LeBron James scored 25 points, Jeff McInnis added a season-high 24 and the Cleveland Cavaliers won their sixth straight, 100-84 over the Charlotte Bobcats on Saturday night.","AP - LeBron James score 25 point , Jeff McInnis add a season - high 24 and the Cleveland Cavaliers win their sixth straight , 100 - 84 over the Charlotte Bobcats on Saturday night ."
2,Michigan Gets Rose Bowl Berth Despite Loss to Ohio St.," COLUMBUS, Ohio (Sports Network) - Troy Smith threw for 241  yards and two touchdowns and ran for 145 yards and a score to  lead the Ohio State Buckeyes to a 37-21 victory over No. 7  Michigan in the final game of the regular season for both  teams.","  COLUMBUS , Ohio ( Sports Network ) - Troy Smith throw for 241   yard and two touchdown and run for 145 yard and a score to   lead the Ohio State Buckeyes to a 37 - 21 victory over No . 7   Michigan in the final game of the regular season for both   team ."
3,Congress Asks SEC for Mutual Fund Study, WASHINGTON (Reuters) - The U.S. Congress asked the  Securities and Exchange Commission on Saturday to send  lawmakers a report justifying a new rule forcing mutual fund  boards to have independent chairmen.,  WASHINGTON ( Reuters ) - the U.S. Congress ask the   Securities and Exchange Commission on Saturday to send   lawmaker a report justify a new rule force mutual fund   board to have independent chairman .
2,Sorenstam maintains Florida lead,Annika Sorenstam could only manage a level-par 72 on day three of the ADT Tour Championship in Florida but it was enough to maintain a one-stroke lead.,Annika Sorenstam could only manage a level - par 72 on day three of the ADT Tour Championship in Florida but it be enough to maintain a one - stroke lead .
1,Will there be peace in Great Lakes region?,"To coordinate and cooperate or not to, that is where the rub is, and that is the key issue when it comes to answering the question whether there will be peace in the Great Lakes region.","to coordinate and cooperate or not to , that be where the rub be , and that be the key issue when it come to answer the question whether there will be peace in the Great Lakes region ."
1,"Leaders of Spain, Portugal, Latin America urge Falklands dialogue (AFP)","AFP - Leaders from Spain, Portugal and their former colonies in Latin America urged Britain and Argentina to renew their dialogue on the Falkland islands, known in Argentina as the Malvinas.","AFP - leader from Spain , Portugal and their former colony in Latin America urge Britain and Argentina to renew their dialogue on the Falkland island , know in Argentina as the Malvinas ."
1,"Explosion in southern Italy kills eight, gas leak possible cause","FOGGIA, Italy Eight people have been killed in an explosion that leveled a two-story apartment building in southern Italy. Firefighters are investigating whether a gas leak is to blame.","FOGGIA , Italy eight people have be kill in an explosion that level a two - story apartment building in southern Italy . firefighter be investigate whether a gas leak be to blame ."
2,Florida Upsets No. 10 Florida State 20-13,"Florida State #39;s Chauncey Stovall, left, comes down with a fourth-quarter-touchdown catch as Florida defender Vernell Brown, right, falls down, Saturday, Nov. 20, 2004, in Tallahassee, Fla.","Florida State # 39;s Chauncey Stovall , leave , come down with a fourth - quarter - touchdown catch as Florida defender Vernell Brown , right , fall down , Saturday , Nov. 20 , 2004 , in Tallahassee , Fla."
2,"Fans are to blame, but players will face biggest penalties","Look for David Stern to come down hard on the principals in Friday #39;s Pacers-Pistons brawl. With the NBA #39;s image possibly at stake, many around the league expect him to send a strong message when he makes his final ruling.","look for David Stern to come down hard on the principal in Friday # 39;s Pacers - Pistons brawl . with the NBA # 39;s image possibly at stake , many around the league expect he to send a strong message when he make his final ruling ."
3,"Dreams of perfect market are fine, as long as they don't come true","In these times of financial wrongdoing and subsequent systemic changes, it's only natural to wonder what a perfect investment world would look like.","in these time of financial wrongdoing and subsequent systemic change , it be only natural to wonder what a perfect investment world would look like ."
3,"Hotel workers #39; lockout off for now Employers, union OK 60-day &lt;b&gt;...&lt;/b&gt;","Thirty-eight raucous days of picket lines, tough talk and the angst of 4,300 San Francisco hotel workers locked out of their jobs with the holidays nigh were put aside Saturday when negotiators for the hotels and the workers #39; union agreed to a 60-day ","thirty - eight raucous day of picket line , tough talk and the angst of 4,300 San Francisco hotel worker lock out of their job with the holiday nigh be put aside Saturday when negotiator for the hotel and the worker # 39 ; union agree to a 60 - day"
2,Westwood Closes in on First Title of 2004," SUN CITY, South Africa (Reuters) - Briton Lee Westwood  closed in on his first title of 2004 when he claimed the  third-round lead in the Sun City Golf Challenge Saturday.","  SUN CITY , South Africa ( Reuters ) - Briton Lee Westwood   close in on his first title of 2004 when he claim the   third - round lead in the Sun City Golf Challenge Saturday ."
3,Lawyer says we #39;re good guys,Drug giant Merck pulled its painkiller Vioxx because it increased the risk of heart attacks and strokes. Now the company may face thousands of lawsuits.,drug giant Merck pull its painkiller Vioxx because it increase the risk of heart attack and stroke . now the company may face thousand of lawsuit .
2,Local knowledge produced benefits,"Patriots fans had one of their own working Sunday's regular-season finale against the 49ers. Fox producer P.T. Navarro considers himself a New Englander, even though he moved around the country as the son of college football coach Frank Navarro (Columbia, Wabash, Princeton).","patriot fan have one of their own work Sunday 's regular - season finale against the 49er . Fox producer P.T. Navarro consider himself a New Englander , even though he move around the country as the son of college football coach Frank Navarro ( Columbia , Wabash , Princeton ) ."
3,Special to ESPN.com,It #39;s the age old question:  quot;What do you give to the man who #39;s been everything? quot;. Only time will tell whether Phil Knight #39;s retirement will be as long-lived as so many players he paid to endorse Nike.,it # 39;s the age old question :   quot;what do you give to the man who # 39;s be everything ? quot ; . only time will tell whether Phil Knight # 39;s retirement will be as long - live as so many player he pay to endorse Nike .
2,Woods wins Dunlop Phoenix,Miyazaki - Tiger Woods shot a 3-under 67 Sunday to win the Dunlop Phoenix for his first title since February and first victory in Japan.,Miyazaki - Tiger Woods shoot a 3 - under 67 Sunday to win the Dunlop Phoenix for his first title since February and first victory in Japan .
2,Huskies blank Buffalo,"Dan Orlovsky threw for 283 yards and a touchdown in his final home game yesterday to lead Connecticut to a 29-0 victory over Buffalo, assuring the Huskies of a winning record and making them eligible for a bowl bid.","Dan Orlovsky throw for 283 yard and a touchdown in his final home game yesterday to lead Connecticut to a 29 - 0 victory over Buffalo , assure the husky of a win record and make they eligible for a bowl bid ."
2,"AUBURN 21, ALABAMA 13 Auburn #39;s Strong Second Half Keeps It in &lt;b&gt;...&lt;/b&gt;","For one half Saturday, the controversy over the Bowl Championship Series looked like it might disappear in the dampness of Bryant-Denny Stadium as undefeated Auburn found itself in a fight with archrival Alabama.","for one half Saturday , the controversy over the Bowl Championship Series look like it might disappear in the dampness of Bryant - Denny Stadium as undefeated Auburn find itself in a fight with archrival Alabama ."
1,Army restricted ethnic recruits,"The British Army secretly restricted numbers of ethnic recruits, according to official files just released.","the british Army secretly restrict number of ethnic recruit , accord to official file just release ."
2,Ohio State defense keeps Hart in check,COLUMBUS - It had been awhile since anyone had slammed the door on Michigan phenom Mike Hart. The freshman running back established a school record by rushing for 150 or more yards in five straight games entering ,COLUMBUS - it have be awhile since anyone have slam the door on Michigan phenom Mike Hart . the freshman run back establish a school record by rush for 150 or more yard in five straight game enter
1,Baghdad Governor Assassinated; Bombing Kills 10, BAGHDAD (Reuters) - Gunmen killed the Baghdad governor in  Iraq's highest-profile assassination in eight months and a  suicide bomber killed 10 people near the Green Zone on Tuesday  in an escalating campaign to wreck a Jan. 30 election.,  BAGHDAD ( Reuters ) - Gunmen kill the Baghdad governor in   Iraq 's high - profile assassination in eight month and a   suicide bomber kill 10 people near the Green Zone on Tuesday   in an escalate campaign to wreck a Jan. 30 election .
3,Taser Execs Selling Heavily on the News,"Shares of Taser International Inc. (TASR.O: Quote, Profile, Research) have jumped 20 percent since early last week as the stun gun maker issued a slew of announcements ","share of Taser International Inc. ( tasr.o : quote , Profile , Research ) have jump 20 percent since early last week as the stun gun maker issue a slew of announcement"
3,Update 1: Negotiators Meet at WTO for Farm Talks,"Negotiators met Friday at the World Trade Organization for formal farm talks, capping a weeklong series of informal discussions on ways to reach a wider-ranging liberalization accord by the end of 2005.","negotiator meet Friday at the World Trade Organization for formal farm talk , cap a weeklong series of informal discussion on way to reach a wider - range liberalization accord by the end of 2005 ."
2,Ohio State #39;s big plays kill Wolverines,"Football coaches, especially those at Michigan, continually stress the importance of preventing the big play. A lot of players didn #39;t get the message on Saturday.","football coach , especially those at Michigan , continually stress the importance of prevent the big play . a lot of player didn # 39;t get the message on Saturday ."
2,Sugar Shane Not so Sweet,"(November 21, 2004). Ronald Winky Wright successfully defended his 154 lb. title for the sixth time in the highly anticipated rematch with the formerly sweet Sugar Shane Mosley ","( November 21 , 2004 ) . Ronald Winky Wright successfully defend his 154 lb . title for the sixth time in the highly anticipate rematch with the formerly sweet Sugar Shane Mosley"
3,Rats in Mouse #39;s house?,"Remember John Edwards Two Americas campaign theme? It occurred to me how well that theme fits the corporate world. For proof, look no further than the stockholder lawsuit against Walt Disney Co.","remember John Edwards Two Americas campaign theme ? it occur to I how well that theme fit the corporate world . for proof , look no far than the stockholder lawsuit against Walt Disney Co."
1,Costa Rica quake,A powerful early-morning earthquake in Costa Rica shook presidents and prime ministers from their beds while damaging houses and frightening several people into heart attacks.,a powerful early - morning earthquake in Costa Rica shake president and prime minister from their bed while damage house and frightening several people into heart attack .
2,Vieira slams Spain #39;s stance on racism,Patrick Vieira has fiercely criticised Spain #39;s record in combating racism in football and paid tribute to England #39;s record in acting against it.,Patrick Vieira have fiercely criticise Spain # 39;s record in combat racism in football and pay tribute to England # 39;s record in act against it .
2,Utah Caps Unbeaten Season With Rout of BYU (AP),"AP - Utah beat rival Brigham Young 52-21 Saturday, completing its first unbeaten season since 1930 and putting the Utes one step closer to the first appearance in the Bowl Championship Series for a team from a mid-major conference.","AP - Utah beat rival Brigham Young 52 - 21 Saturday , complete its first unbeaten season since 1930 and put the Utes one step close to the first appearance in the Bowl Championship Series for a team from a mid - major conference ."
4,Three More Linux mobile Phones Coming in Japan,"An anonymous reader writes  quot;NEC and Panasonic have developed three Linux-powered 3G mobile phones to be introduced in Japan in the coming months -- NEC #39;s N900iL, NEC #39;s N901iC, and Panasonic #39;s P901i.","an anonymous reader write   quot;nec and Panasonic have develop three Linux - power 3 g mobile phone to be introduce in Japan in the come month -- NEC # 39;s N900iL , NEC # 39;s n901ic , and Panasonic # 39;s P901i ."
2,Mosley Unable to Escape Winkys Jab,"Las Vegas, NV: You have to give credit to Sugar Shane Mosley. For the second time in his career, the former world champion valiantly tried to reverse a thorough beating by jumping headfirst into an immediate rematch.","Las Vegas , NV : you have to give credit to Sugar Shane Mosley . for the second time in his career , the former world champion valiantly try to reverse a thorough beating by jump headfirst into an immediate rematch ."
1,"After a decade of silence, Cambodia's cinema enjoys resurgence (AFP)","AFP - After a decade of silence, Cambodia's movie industry is enjoying a boom due to a dash of Hollywood attention, burgeoning nationalism and cheaper production costs, industry insiders say.","AFP - after a decade of silence , Cambodia 's movie industry be enjoy a boom due to a dash of Hollywood attention , burgeon nationalism and cheap production cost , industry insider say ."
3,Anil Ambani authorises mother to take decisions on his behalf,"MUMBAI/NEW DELHI: The stage is set for a family meeting of the Ambanis here on Monday on the ownership issue in the Rs 80,000 crore-Reliance group of industries as Mukesh Ambani returned from the US even as his brother Anil is understood to have ","MUMBAI / new DELHI : the stage be set for a family meeting of the Ambanis here on Monday on the ownership issue in the Rs 80,000 crore - Reliance group of industry as Mukesh Ambani return from the US even as his brother Anil be understand to have"
1,"Commuter Plane Crashes in China, Killing 54","A China Eastern Airlines commuter plane crashed into a frozen lake in northern China this morning, killing all 53 people on board and 1 on the ground, state media and the airline said.","a China Eastern Airlines commuter plane crash into a frozen lake in northern China this morning , kill all 53 people on board and 1 on the ground , state medium and the airline say ."
1,Halliburton leading contender in construction of British aircraft carriers: report (AFP),"AFP - Halliburton, the oil services giant once run by US Vice President Dick Cheney, has emerged as a leading contender to manage the construction of two British aircraft carriers, The Sunday Telegraph said.","AFP - Halliburton , the oil service giant once run by US Vice President Dick Cheney , have emerge as a lead contender to manage the construction of two british aircraft carrier , the Sunday Telegraph say ."
1,Deadly fire sweeps through China mines,"SHAHE, CHINA - Nine people were confirmed dead and 57 remained missing late Sunday after a fire swept through five iron ore mines in northern China, the Xinhau news agency said.","SHAHE , CHINA - nine people be confirm dead and 57 remain miss late Sunday after a fire sweep through five iron ore mine in northern China , the Xinhau news agency say ."
3,Update 2: Oracle Poised to Pounce on PeopleSoft,"Bolstered by investors, Oracle Corp. appears destined to complete its long-sought takeover of PeopleSoft Inc. unless its rival becomes more profitable and proves it #39;s worth more than the \$9.2 billion bid currently on the table.","bolster by investor , Oracle Corp. appear destine to complete its long - seek takeover of PeopleSoft Inc. unless its rival become more profitable and prove it # 39;s worth more than the \$9.2 billion bid currently on the table ."
3,Google creators in share sell-off,Google founders Larry Page and Sergey Brin have announced plans to sell millions of shares in the web search company they launched in 1998.,Google founder Larry Page and Sergey Brin have announce plan to sell million of share in the web search company they launch in 1998 .
2,Backstage Pass; Mosley-Wright 2,By Sammy Rozenberg (AP Staff Writer/BoxingScene Staff Writer). BoxingScene was ready and willing to engage in conversation during the post-fight press conference following the Shane Mosley-Winky Wright rematch.,by Sammy Rozenberg ( AP Staff Writer / BoxingScene Staff Writer ) . BoxingScene be ready and willing to engage in conversation during the post - fight press conference follow the Shane Mosley - Winky Wright rematch .
1,Australia cancels 80pc of Iraqi debt,"Nineteen countries, including Australia, have agreed to cancel 80 per cent of the debt Iraq owes them. The deal secured for the Paris Club of creditor nations ends a trans-Atlantic dispute and probably sets ","nineteen country , include Australia , have agree to cancel 80 per cent of the debt Iraq owe they . the deal secure for the Paris Club of creditor nation end a trans - atlantic dispute and probably set"
1,Arafat nephew set to pick up medical chart,"PARIS - Nasser al-Kidwa, nephew of the deceased Palestinian leader Yasser Arafat, arrived in Paris from Cairo Sunday to pick up a copy of Arafat #39;s medical records.","PARIS - Nasser al - Kidwa , nephew of the deceased palestinian leader Yasser Arafat , arrive in Paris from Cairo Sunday to pick up a copy of Arafat # 39;s medical record ."
